epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5131635069847107,0.0010000000474974513,0.6953955888748169,0.5339558720588684,0.6917827129364014
1,0.5369426608085632,0.0010000000474974513,0.6878216862678528,0.5441426038742065,0.6856400966644287
2,0.5651804804801941,0.0010000000474974513,0.6797532439231873,0.5908319354057312,0.6697990298271179
3,0.5868365168571472,0.0010000000474974513,0.6660504937171936,0.6112054586410522,0.6547050476074219
4,0.6089171767234802,0.0010000000474974513,0.6577121019363403,0.6392189860343933,0.64338219165802
5,0.6133757829666138,0.0010000000474974513,0.6551531553268433,0.6400679349899292,0.6415268182754517
6,0.6048832535743713,0.0010000000474974513,0.6511392593383789,0.6392189860343933,0.639565646648407
7,0.6222929954528809,0.0010000000474974513,0.6431829929351807,0.6324278712272644,0.6373573541641235
8,0.6197451949119568,0.0010000000474974513,0.6460650563240051,0.6196944117546082,0.6368983387947083
9,0.6176220774650574,0.0010000000474974513,0.6386321187019348,0.6443123817443848,0.6342180967330933
10,0.6263269782066345,0.0010000000474974513,0.6449254751205444,0.6536502838134766,0.6346308588981628
11,0.6212314367294312,0.0010000000474974513,0.6473184823989868,0.6519524455070496,0.6288517713546753
12,0.6286624073982239,0.0010000000474974513,0.6390861868858337,0.6443123817443848,0.633354902267456
13,0.6329087018966675,0.0010000000474974513,0.6376678943634033,0.6417657136917114,0.6328319311141968
14,0.6343948841094971,0.0010000000474974513,0.6348755955696106,0.6528013348579407,0.6328997015953064
15,0.6430997848510742,0.0010000000474974513,0.631003737449646,0.6519524455070496,0.6280142068862915
16,0.6416136026382446,0.0010000000474974513,0.6354674696922302,0.6502546668052673,0.6346110105514526
17,0.6426751613616943,0.0010000000474974513,0.6328079104423523,0.647707998752594,0.6290581822395325
18,0.6380042433738708,0.0010000000474974513,0.6305156350135803,0.6587436199188232,0.623854398727417
19,0.6418259143829346,0.0010000000474974513,0.6311216354370117,0.6536502838134766,0.6247569918632507
20,0.6411889791488647,0.0010000000474974513,0.6321850419044495,0.6315789222717285,0.6318234205245972
21,0.6367303729057312,0.0010000000474974513,0.6354429721832275,0.6383700966835022,0.6279705762863159
22,0.6524416208267212,0.0010000000474974513,0.6268344521522522,0.6502546668052673,0.6242697238922119
23,0.6418259143829346,0.0010000000474974513,0.6314124464988708,0.6358234286308289,0.6283325552940369
24,0.6492568850517273,0.0010000000474974513,0.6295938491821289,0.6443123817443848,0.6271690726280212
25,0.634819507598877,0.0010000000474974513,0.6354916095733643,0.6349745392799377,0.6288439631462097
26,0.6488322615623474,0.0010000000474974513,0.6269437670707703,0.6451612710952759,0.6281778812408447
27,0.643949031829834,0.0010000000474974513,0.6301732659339905,0.6528013348579407,0.6243497133255005
