epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5118895769119263,0.0010000000474974513,0.6988033056259155,0.5517826676368713,0.6882566213607788
1,0.5375795960426331,0.0010000000474974513,0.6888720393180847,0.5679117441177368,0.6817692518234253
2,0.5518046617507935,0.0010000000474974513,0.6838870644569397,0.5713073015213013,0.6802365183830261
3,0.56284499168396,0.0010000000474974513,0.6815579533576965,0.5568760633468628,0.6825448274612427
4,0.5670912861824036,0.0010000000474974513,0.6785504817962646,0.569609522819519,0.6780216097831726
5,0.5571125149726868,0.0010000000474974513,0.6791236996650696,0.578098475933075,0.6803840398788452
6,0.5709129571914673,0.0010000000474974513,0.6770752668380737,0.5764006972312927,0.673302412033081
7,0.5777069926261902,0.0010000000474974513,0.6773806810379028,0.5755518078804016,0.6779474020004272
8,0.581104040145874,0.0010000000474974513,0.6740847826004028,0.5653650164604187,0.6771247386932373
9,0.5738853216171265,0.0010000000474974513,0.6758156418800354,0.5797962546348572,0.6748228073120117
10,0.5679405331611633,0.0010000000474974513,0.6755135655403137,0.5687606334686279,0.6777693033218384
11,0.5740976929664612,0.0010000000474974513,0.6735095977783203,0.5713073015213013,0.6757158637046814
12,0.5798301696777344,0.0010000000474974513,0.6716823577880859,0.5747028589248657,0.6720006465911865
13,0.5853503346443176,0.0010000000474974513,0.6683765053749084,0.5713073015213013,0.6738038063049316
14,0.5881103873252869,0.0010000000474974513,0.6674231290817261,0.5840407609939575,0.6703055500984192
15,0.5830148458480835,0.0010000000474974513,0.6687912344932556,0.5891340970993042,0.6683350205421448
16,0.5887473225593567,0.0010000000474974513,0.6676527857780457,0.5823429822921753,0.6689035296440125
17,0.5980891585350037,0.0010000000474974513,0.6627849340438843,0.5882852077484131,0.666510820388794
18,0.5966029763221741,0.0010000000474974513,0.6641550660133362,0.5993208885192871,0.6622278094291687
19,0.6027600765228271,0.0010000000474974513,0.662477970123291,0.5916808247566223,0.6619588732719421
20,0.6029723882675171,0.0010000000474974513,0.663483738899231,0.6001697778701782,0.6600097417831421
21,0.6093418002128601,0.0010000000474974513,0.6605131030082703,0.5942274928092957,0.659093976020813
22,0.6010615825653076,0.0010000000474974513,0.6575233340263367,0.5976231098175049,0.657987117767334
23,0.6116772890090942,0.0010000000474974513,0.656048595905304,0.5976231098175049,0.6591509580612183
24,0.6010615825653076,0.0010000000474974513,0.6548631191253662,0.6129032373428345,0.6511169672012329
25,0.599787712097168,0.0010000000474974513,0.6603623628616333,0.6103565096855164,0.6513689756393433
26,0.5961783528327942,0.0010000000474974513,0.6606132388114929,0.6154499053955078,0.6530721783638
27,0.6157112717628479,0.0010000000474974513,0.6547541618347168,0.6222410798072815,0.646518886089325
28,0.6078556180000305,0.0010000000474974513,0.653711199760437,0.6341256499290466,0.6459885835647583
29,0.6208068132400513,0.0010000000474974513,0.6469156742095947,0.6222410798072815,0.6454968452453613
30,0.6036093235015869,0.0010000000474974513,0.6535292863845825,0.6298811435699463,0.6516525745391846
31,0.6161358952522278,0.0010000000474974513,0.6461490988731384,0.6307300329208374,0.6433908343315125
32,0.6159235835075378,0.0010000000474974513,0.6466061472892761,0.6349745392799377,0.6389666199684143
33,0.631210207939148,0.0010000000474974513,0.6455875635147095,0.6222410798072815,0.6432633399963379
34,0.6244161128997803,0.0010000000474974513,0.644608199596405,0.6298811435699463,0.6420212984085083
35,0.6182590126991272,0.0010000000474974513,0.6443983912467957,0.6544991731643677,0.6346211433410645
36,0.6286624073982239,0.0010000000474974513,0.6395733952522278,0.6179966330528259,0.6421252489089966
37,0.6390658020973206,0.0010000000474974513,0.6362508535385132,0.6137521266937256,0.6469851136207581
