epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5169851183891296,0.0010000000474974513,0.699959933757782,0.5517826676368713,0.6858754754066467
1,0.5518046617507935,0.0010000000474974513,0.6867702603340149,0.5993208885192871,0.6628139019012451
2,0.5700637102127075,0.0010000000474974513,0.6795296669006348,0.6281833648681641,0.6527553796768188
3,0.5836517810821533,0.0010000000474974513,0.672128438949585,0.6723259687423706,0.6319407820701599
4,0.5929936170578003,0.0010000000474974513,0.6631221175193787,0.6417657136917114,0.6276034116744995
5,0.60955411195755,0.0010000000474974513,0.6516655087471008,0.6621392369270325,0.6280352473258972
6,0.6220806837081909,0.0010000000474974513,0.6479721069335938,0.6842105388641357,0.6100666522979736
7,0.6205945014953613,0.0010000000474974513,0.6497572660446167,0.6485568881034851,0.6273120045661926
8,0.6163482069969177,0.0010000000474974513,0.6455302834510803,0.6383700966835022,0.6173893809318542
9,0.618895947933197,0.0010000000474974513,0.6435226202011108,0.6502546668052673,0.6162381768226624
10,0.6193205714225769,0.0010000000474974513,0.6444209218025208,0.6638370156288147,0.6162095665931702
11,0.6284500956535339,0.0010000000474974513,0.6385287046432495,0.6655347943305969,0.6185193657875061
12,0.6337579488754272,0.0010000000474974513,0.6350401639938354,0.6553480625152588,0.6150962710380554
13,0.630997896194458,0.0010000000474974513,0.6344600915908813,0.6689304113388062,0.6117777824401855
14,0.6341825723648071,0.0010000000474974513,0.6346858739852905,0.6587436199188232,0.6101096272468567
15,0.6316348314285278,0.0010000000474974513,0.6340564489364624,0.6604413986206055,0.6199281811714172
16,0.6411889791488647,0.0010000000474974513,0.629848837852478,0.6587436199188232,0.607453465461731
17,0.6380042433738708,0.0010000000474974513,0.6331453323364258,0.6468591094017029,0.6236052513122559
18,0.637367308139801,0.0010000000474974513,0.6280567049980164,0.6910017132759094,0.60280841588974
19,0.6471337676048279,0.0010000000474974513,0.6254745125770569,0.6926994919776917,0.602928876876831
20,0.653290867805481,0.0010000000474974513,0.6266021132469177,0.6723259687423706,0.6056278944015503
21,0.634819507598877,0.0010000000474974513,0.6326804757118225,0.6553480625152588,0.6142142415046692
22,0.6505308151245117,0.0010000000474974513,0.625221312046051,0.6740237474441528,0.6019221544265747
23,0.643736720085144,0.0010000000474974513,0.6281360983848572,0.6994906663894653,0.6025776863098145
24,0.6526539325714111,0.0010000000474974513,0.6221341490745544,0.6655347943305969,0.6078310012817383
25,0.6486199498176575,0.0010000000474974513,0.6280630826950073,0.6808149218559265,0.6089377999305725
26,0.6409766674041748,0.0010000000474974513,0.6256840229034424,0.6689304113388062,0.6106507182121277
27,0.643736720085144,0.0010000000474974513,0.6237955689430237,0.6825127601623535,0.6078665852546692
